plan_id,hypothesis_id,test_id,predictor,outcome,healthy_n,healthy_slope,healthy_p_value,healthy_r_squared,nonhealthy_n,nonhealthy_slope,nonhealthy_p_value,nonhealthy_r_squared,interaction_n,interaction_slope_difference_healthy_minus_nonhealthy,interaction_p_value,interaction_r_squared,interaction_interpretation
experiment_plan_6769bf7afde1,hypothesis_91f214f8e57d,experiment_plan_6769bf7afde1_thalamus_DMN_FC_ISI,thalamus_DMN_FC,ISI,19,-0.39384809015529276,0.8495082328991848,0.0021786432138454215,63,4.1708164667488825,0.0013305659298186714,0.1565175043685575,82,-4.56466455690417,0.09997989858618353,0.6341739556284125,no_nominal_slope_difference
experiment_plan_6769bf7afde1,hypothesis_91f214f8e57d,experiment_plan_6769bf7afde1_thalamus_DMN_FC_PSQI,thalamus_DMN_FC,PSQI,19,0.2573361580626481,0.8093722414327045,0.0035191036569865997,63,1.2643959434534064,0.024018057205650985,0.08073375471448585,82,-1.0070597853907561,0.41926601182512424,0.8186369969107535,no_nominal_slope_difference
experiment_plan_6769bf7afde1,hypothesis_91f214f8e57d,experiment_plan_6769bf7afde1_thalamus_salience_FC_ISI,thalamus_salience_FC,ISI,19,0.17155727936081674,0.9317884112363126,0.00044372771973288927,63,3.965836144706771,0.003651358241754196,0.13033188940617757,82,-3.7942788653459605,0.16745018578485893,0.624416234468497,no_nominal_slope_difference
experiment_plan_6769bf7afde1,hypothesis_91f214f8e57d,experiment_plan_6769bf7afde1_thalamus_salience_FC_PSQI,thalamus_salience_FC,PSQI,19,0.1553958511757355,0.8800978847750265,0.0013774597146529732,63,1.1876325070440255,0.04274668180488033,0.0656014619970221,82,-1.032236655868295,0.40155877897899084,0.8161510721565284,no_nominal_slope_difference
experiment_plan_6769bf7afde1,hypothesis_91f214f8e57d,experiment_plan_6769bf7afde1_thalamus_frontoparietal_FC_ISI,thalamus_frontoparietal_FC,ISI,19,-0.3709647518277539,0.8541220180654705,0.002045749257360008,63,2.9989989360342433,0.013813503631743078,0.0953300396834752,82,-3.3699636878620023,0.21907146431693597,0.6115876988132958,no_nominal_slope_difference
experiment_plan_6769bf7afde1,hypothesis_91f214f8e57d,experiment_plan_6769bf7afde1_thalamus_frontoparietal_FC_PSQI,thalamus_frontoparietal_FC,PSQI,19,0.28836718475922907,0.780865724450063,0.004677142405608459,63,0.9158848360163501,0.0784229619082126,0.0499030506250564,82,-0.6275176512571242,0.6054687577291717,0.8137655441919989,no_nominal_slope_difference
experiment_plan_6769bf7afde1,hypothesis_91f214f8e57d,experiment_plan_6769bf7afde1_thalamus_coord_z_ISI,thalamus_coord_z,ISI,19,-0.07899744121017997,0.1709737956175672,0.10730880061729775,63,-0.02102036531025219,0.551484360801878,0.005844854592289561,82,-0.05797707589992339,0.48277548573345486,0.5843231971912178,no_nominal_slope_difference
experiment_plan_6769bf7afde1,hypothesis_91f214f8e57d,experiment_plan_6769bf7afde1_thalamus_coord_z_PSQI,thalamus_coord_z,PSQI,19,-0.03131252372280729,0.29685475305327297,0.06378921303041818,63,-0.032620874586712624,0.025647628169789806,0.07900464054518153,82,0.0013083508639089164,0.9700257193128121,0.8204725774039717,no_nominal_slope_difference
