plan_id,hypothesis_id,test_id,predictor,outcome,healthy_n,healthy_slope,healthy_p_value,healthy_r_squared,nonhealthy_n,nonhealthy_slope,nonhealthy_p_value,nonhealthy_r_squared,interaction_n,interaction_slope_difference_healthy_minus_nonhealthy,interaction_p_value,interaction_r_squared,interaction_interpretation
experiment_plan_cbd0440661bb,hypothesis_2faad4927002,experiment_plan_cbd0440661bb_thalamus_DMN_FC_ISI,thalamus_DMN_FC,ISI,19,-0.39384809015529276,0.8495082328991848,0.0021786432138454215,63,4.1708164667488825,0.0013305659298186714,0.1565175043685575,82,-4.56466455690417,0.09997989858618353,0.6341739556284125,no_nominal_slope_difference
experiment_plan_cbd0440661bb,hypothesis_2faad4927002,experiment_plan_cbd0440661bb_thalamus_salience_FC_ISI,thalamus_salience_FC,ISI,19,0.17155727936081674,0.9317884112363126,0.00044372771973288927,63,3.965836144706771,0.003651358241754196,0.13033188940617757,82,-3.7942788653459605,0.16745018578485893,0.624416234468497,no_nominal_slope_difference
experiment_plan_cbd0440661bb,hypothesis_2faad4927002,experiment_plan_cbd0440661bb_thalamus_frontoparietal_FC_ISI,thalamus_frontoparietal_FC,ISI,19,-0.3709647518277539,0.8541220180654705,0.002045749257360008,63,2.9989989360342433,0.013813503631743078,0.0953300396834752,82,-3.3699636878620023,0.21907146431693597,0.6115876988132958,no_nominal_slope_difference
experiment_plan_cbd0440661bb,hypothesis_2faad4927002,experiment_plan_cbd0440661bb_thalamus_coord_y_ISI,thalamus_coord_y,ISI,19,-0.21844105332979147,0.23627980815636565,0.08144379492582321,63,0.03220510986862245,0.7642909003862703,0.0014849689123351828,82,-0.2506461631984171,0.33825116071266315,0.5812998120373098,no_nominal_slope_difference
