subject_id,subject,session,task,qc_signal_GS_pre_mean,qc_signal_GS_post_mean,qc_signal_GS_mean_delta,qc_signal_GS_pre_sigma,qc_signal_GS_post_sigma,qc_signal_GS_sigma_delta,qc_signal_GS_sigma_reduction_percent,qc_signal_GS_pre_max,qc_signal_GS_post_max,qc_signal_CSF_pre_mean,qc_signal_CSF_post_mean,qc_signal_CSF_mean_delta,qc_signal_CSF_pre_sigma,qc_signal_CSF_post_sigma,qc_signal_CSF_sigma_delta,qc_signal_CSF_sigma_reduction_percent,qc_signal_CSF_pre_max,qc_signal_CSF_post_max,qc_signal_WM_pre_mean,qc_signal_WM_post_mean,qc_signal_WM_mean_delta,qc_signal_WM_pre_sigma,qc_signal_WM_post_sigma,qc_signal_WM_sigma_delta,qc_signal_WM_sigma_reduction_percent,qc_signal_WM_pre_max,qc_signal_WM_post_max,qc_signal_DVARS_pre_mean,qc_signal_DVARS_post_mean,qc_signal_DVARS_mean_delta,qc_signal_DVARS_pre_sigma,qc_signal_DVARS_post_sigma,qc_signal_DVARS_sigma_delta,qc_signal_DVARS_sigma_reduction_percent,qc_signal_DVARS_pre_max,qc_signal_DVARS_post_max,qc_signal_FD_pre_mean,qc_signal_FD_post_mean,qc_signal_FD_mean_delta,qc_signal_FD_pre_sigma,qc_signal_FD_post_sigma,qc_signal_FD_sigma_delta,qc_signal_FD_sigma_reduction_percent,qc_signal_FD_pre_max,qc_signal_FD_post_max,mean_FD,max_FD,mean_DVARS,qc_signal_post_DVARS_mean,qc_signal_post_GS_mean,percent_high_motion,post_DVARS_std,timefreq_TR,timefreq_sampling_rate_hz,timefreq_ALFF_0.01_0.08,timefreq_fALFF_0.01_0.08_over_0.01_0.25,global_signal_psd_power_mean,global_signal_psd_power_max,roi_fc_status,thalamus_roi_voxels,DMN_roi_voxels,salience_roi_voxels,frontoparietal_roi_voxels,thalamus_DMN_FC,thalamus_salience_FC,thalamus_frontoparietal_FC,DMN_salience_FC,DMN_frontoparietal_FC,salience_frontoparietal_FC,DMN_FC,salience_FC,frontoparietal_FC
sub-ISM035_ses-mri0_task-sleep0,sub-ISM035,ses-mri0,task-sleep0,203.2653961181641,203.2653045654297,-9.1552734375e-05,1.17512845993042,0.2339710146188736,-0.9411574453115464,80.08974996378463,206.2972717285156,204.49954223632807,410.1163940429688,410.1163940429688,0.0,3.7863597869873047,0.9039486646652222,-2.8824111223220825,76.12618146400536,418.3837585449219,413.9478149414063,489.6527099609375,489.65277099609375,6.103515625e-05,0.91624253988266,0.2281436771154403,-0.6880988627672195,75.1000780705229,492.1832275390625,490.52490234375,8.232565879821777,5.101423263549805,-3.1311426162719727,1.4958606958389282,0.8538271188735962,-0.642033576965332,42.92067962954654,35.63984298706055,11.51439380645752,0.1420262455940246,0.1420262455940246,0.0,0.0692893341183662,0.0692893341183662,0.0,0.0,1.7222129106521606,1.7222129106521606,0.1420262455940246,1.7222129106521606,5.101423263549805,5.101423263549805,203.2653045654297,0.0033333333333333335,0.85418312233957,2.0,0.5,0.12141459572705537,0.75629143877671,0.1669472942720781,4.195728778839111,computed,1200,1200,1200,1200,0.20955568739108477,0.263534540421212,0.28177010653817874,0.22994101331468242,0.3589323219613137,0.43350716532511047,1.2022171020507812,1.0815812349319458,1.3140054941177368
sub-ISM035_ses-mri1_task-sleep1,sub-ISM035,ses-mri1,task-sleep1,196.56629943847656,196.566650390625,0.0003509521484375,1.1958823204040527,0.2546785175800323,-0.9412038028240204,78.70371413351239,202.4000701904297,197.48199462890625,394.2846984863281,394.2846984863281,0.0,4.330023765563965,0.8420138955116272,-3.4880098700523376,80.55405833547523,411.7461242675781,397.5575866699219,486.5172424316406,486.5172424316406,0.0,1.592635989189148,0.2080698609352111,-1.3845661282539368,86.93550426163954,496.6816101074219,487.3105163574219,8.492734909057617,7.02211332321167,-1.4706215858459473,2.885270833969116,1.9100733995437624,-0.975197434425354,33.79916446470386,36.96156311035156,22.06483459472656,0.1392105817794799,0.1392105817794799,0.0,0.1136534139513969,0.1136534139513969,0.0,0.0,1.6683205366134644,1.6683205366134644,0.1392105817794799,1.6683205366134644,7.02211332321167,7.02211332321167,196.566650390625,0.014166666666666666,1.9108697727775754,2.0,0.5,0.10473961469994568,0.6672658094358518,0.2191150027955341,9.408071517944336,computed,1200,1200,1200,1200,0.4522479841344684,0.11315868371433724,0.38154119173411144,0.2696217340508704,0.5507522640460201,0.3533407789228933,0.9450377225875854,1.1519864797592163,1.0117003917694092
