subject_id,subject,fmri_qc_signal_GS_pre_mean,fmri_qc_signal_GS_post_mean,fmri_qc_signal_GS_mean_delta,fmri_qc_signal_GS_pre_sigma,fmri_qc_signal_GS_post_sigma,fmri_qc_signal_GS_sigma_delta,fmri_qc_signal_GS_sigma_reduction_percent,fmri_qc_signal_GS_pre_max,fmri_qc_signal_GS_post_max,fmri_qc_signal_CSF_pre_mean,fmri_qc_signal_CSF_post_mean,fmri_qc_signal_CSF_mean_delta,fmri_qc_signal_CSF_pre_sigma,fmri_qc_signal_CSF_post_sigma,fmri_qc_signal_CSF_sigma_delta,fmri_qc_signal_CSF_sigma_reduction_percent,fmri_qc_signal_CSF_pre_max,fmri_qc_signal_CSF_post_max,fmri_qc_signal_WM_pre_mean,fmri_qc_signal_WM_post_mean,fmri_qc_signal_WM_mean_delta,fmri_qc_signal_WM_pre_sigma,fmri_qc_signal_WM_post_sigma,fmri_qc_signal_WM_sigma_delta,fmri_qc_signal_WM_sigma_reduction_percent,fmri_qc_signal_WM_pre_max,fmri_qc_signal_WM_post_max,fmri_qc_signal_DVARS_pre_mean,fmri_qc_signal_DVARS_post_mean,fmri_qc_signal_DVARS_mean_delta,fmri_qc_signal_DVARS_pre_sigma,fmri_qc_signal_DVARS_post_sigma,fmri_qc_signal_DVARS_sigma_delta,fmri_qc_signal_DVARS_sigma_reduction_percent,fmri_qc_signal_DVARS_pre_max,fmri_qc_signal_DVARS_post_max,fmri_qc_signal_FD_pre_mean,fmri_qc_signal_FD_post_mean,fmri_qc_signal_FD_mean_delta,fmri_qc_signal_FD_pre_sigma,fmri_qc_signal_FD_post_sigma,fmri_qc_signal_FD_sigma_delta,fmri_qc_signal_FD_sigma_reduction_percent,fmri_qc_signal_FD_pre_max,fmri_qc_signal_FD_post_max,fmri_mean_FD,fmri_max_FD,fmri_mean_DVARS,fmri_qc_signal_post_DVARS_mean,fmri_qc_signal_post_GS_mean,fmri_percent_high_motion,fmri_post_DVARS_std,fmri_timefreq_TR,fmri_timefreq_sampling_rate_hz,fmri_timefreq_ALFF_0.01_0.08,fmri_timefreq_fALFF_0.01_0.08_over_0.01_0.25,fmri_global_signal_psd_power_mean,fmri_global_signal_psd_power_max,fmri_thalamus_roi_voxels,fmri_DMN_roi_voxels,fmri_salience_roi_voxels,fmri_frontoparietal_roi_voxels,fmri_thalamus_DMN_FC,fmri_thalamus_salience_FC,fmri_thalamus_frontoparietal_FC,fmri_DMN_salience_FC,fmri_DMN_frontoparietal_FC,fmri_salience_frontoparietal_FC,fmri_DMN_FC,fmri_salience_FC,fmri_frontoparietal_FC
sub-YZ007,sub-YZ007,159.55224609375,159.5520782470703,-0.0001678466796875,1.2906734347343445,0.2148412019014358,-1.0758322328329086,82.83304383849782,163.06430053710938,160.39582061767578,373.1646423339844,373.1646423339844,0.0,3.4765594005584717,0.8749277889728546,-2.601631611585617,74.85318207725123,382.82627868652344,375.7817687988281,390.44354248046875,390.4435119628906,-3.0517578125e-05,2.355889618396759,0.22822383791208264,-2.1276657804846764,89.9155096810411,395.4103240966797,391.201416015625,6.100111722946167,4.565806150436401,-1.5343055725097656,1.4907540678977966,0.8914101719856262,-0.5993438959121704,36.59407930347007,22.80619764328003,11.244254112243652,0.19447124749422068,0.19447124749422068,0.0,0.1143259927630424,0.1143259927630424,0.0,0.0,1.268103301525116,1.268103301525116,0.19447124749422068,1.268103301525116,4.565806150436401,4.565806150436401,159.5520782470703,0.0195833333333333,0.8917817976769307,2.0,0.5,0.1115013685465435,0.833437616008801,0.1775172104826197,5.498612880706787,1200.0,1200.0,1200.0,1200.0,0.190154258932108,0.3199866527673071,-0.12859380773821874,0.5037740936230739,0.347216365210014,0.22102672036299686,1.1205634474754333,1.5173583030700684,1.4358203411102295
sub-YZ008,sub-YZ008,139.72362772623697,139.72364807128906,2.0345052083333332e-05,0.640108992656072,0.10986596904695027,-0.5302430236091217,84.00977266015157,141.88487752278647,140.0497080485026,310.1332702636719,310.13330078125,3.0517578125e-05,2.608145554860433,0.41555993010600406,-2.192585624754429,85.44445668688066,322.1581115722656,311.2616678873698,369.78319295247394,369.78322347005206,3.0517578125e-05,1.1265887916088104,0.15175710494319594,-0.9748316866656145,87.37670108590555,373.1569315592448,370.2074381510417,5.373410542805989,3.2705595095952353,-2.1028510332107544,1.0212453802426655,0.5687530040740967,-0.4524923761685689,45.47335563524975,12.613673369089762,7.981293360392253,0.17472393314043677,0.17472393314043677,0.0,0.08032909408211704,0.08032909408211704,0.0,0.0,0.8672607392072678,0.8672607392072678,0.17472393314043677,0.8672607392072678,3.2705595095952353,3.2705595095952353,139.72364807128906,0.009444444444444434,0.5696496658999544,2.0,0.5,0.0532274495187236,0.6704051548592315,0.09333337499827726,1.7047014086854226,828.3333333333334,828.3333333333334,828.3333333333334,828.3333333333334,0.15114588193606626,0.24716006505919164,0.10785536080998366,0.20263843009337923,0.3451837731644878,0.30654276839521316,0.7906172424554825,0.6485669165849686,0.8610586524009705
sub-YZ009,sub-YZ009,86.11848704020183,86.1184819539388,-5.086263020833333e-06,0.8579074144363403,0.1207759728034337,-0.7371314416329066,84.16108838115844,87.86322530110677,86.7117919921875,173.81322224934897,173.81324259440103,2.0345052083333332e-05,2.5050886472066245,0.446100652217865,-2.0589879949887595,81.17650932716644,179.88932291666666,175.96634419759116,227.80638631184897,227.8064168294271,3.0517578125e-05,1.9393040736516316,0.14234900971253708,-1.7969550639390945,89.70686540116934,231.77301025390625,228.34017944335938,3.38854988416036,2.9591403007507324,-0.42940958340962726,1.7682523330052693,0.7749874989191691,-0.9932648340861002,53.00852066417817,32.38656806945801,8.029802163441977,0.221151202917099,0.221151202917099,0.0,0.3214945346117019,0.3214945346117019,0.0,0.0,6.15325391292572,6.15325391292572,0.221151202917099,6.15325391292572,2.9591403007507324,2.9591403007507324,86.1184819539388,0.05638888888888884,0.7753106103535604,2.0,0.5,0.060444823666718835,0.7193918307030772,0.0928581407448897,1.3880350788434346,1200.0,1200.0,1200.0,1200.0,0.250176184490916,0.36468958183703654,0.1974730352702183,0.3310860051988577,0.7020720013360294,0.5466701435817238,0.718910018603007,0.7246018052101135,0.8321765263875326
sub-YZ011,sub-YZ011,158.79364013671875,158.7935791015625,-6.103515625e-05,1.1435059309005735,0.1544089019298553,-0.9890970289707184,86.49688665731276,161.57814025878906,159.96853637695312,386.3175659179688,386.3175659179688,0.0,3.4018070697784424,0.7566997408866882,-2.645107328891754,77.75594778407078,395.66058349609375,392.8398132324219,395.9101867675781,395.9101867675781,0.0,1.5523185729980469,0.2334547340869903,-1.3188638389110563,84.960900542721,400.1495666503906,396.5602111816406,7.00814962387085,4.861782073974609,-2.14636754989624,1.4773300886154177,1.2304785251617432,-0.2468515634536743,16.70930317848115,14.084521293640137,11.269740104675291,0.2059339135885238,0.2059339135885238,0.0,0.1104455664753913,0.1104455664753913,0.0,0.0,1.079342007637024,1.079342007637024,0.2059339135885238,1.079342007637024,4.861782073974609,4.861782073974609,158.7935791015625,0.0175,1.2309915980253916,2.0,0.5,0.0753002982512484,0.7682223473766419,0.1145257402586844,3.0810210704803467,,,,,,,,,,,,,
sub-YZ012,sub-YZ012,91.458984375,91.45884704589844,-0.000137329101562475,0.6092472970485687,0.1351685523986816,-0.4740787446498871,77.32323347580288,93.8622817993164,91.90104675292969,216.28460693359375,216.2846298217773,2.288818359375e-05,1.7728734016418457,0.5315297544002533,-1.2413436472415924,69.89225503122228,222.79471588134766,217.82611083984375,238.34792327880862,238.34793853759766,1.52587890625e-05,0.9783317446708679,0.20358854532241819,-0.7747431993484497,79.11277425493077,243.31526947021484,239.09558868408203,3.6662806272506714,2.796069025993347,-0.8702116012573242,1.162097156047821,0.6982061564922333,-0.46389099955558777,40.55743974111782,16.60610342025757,6.607213735580444,0.1862137615680694,0.1862137615680694,0.0,0.14449571818113324,0.14449571818113324,0.0,0.0,1.9254828095436098,1.9254828095436098,0.1862137615680694,1.9254828095436098,2.796069025993347,2.796069025993347,91.45884704589844,0.03875,0.6984972582856006,2.0,0.5,0.060082682591223596,0.7862391889345738,0.1010508069113373,2.014814794063568,1200.0,1200.0,1200.0,1200.0,0.2187409230847569,0.3646994936010496,-0.042094502328434404,0.7534298641564948,0.7469172260735041,0.6367013908892644,0.6216609477996826,0.7229494452476501,0.8045283555984497
sub-YZ013,sub-YZ013,80.4181900024414,80.41836166381836,0.0001716613769531,1.5026694536209106,0.22458676248788834,-1.2780826911330223,81.67067353128826,86.78190994262695,81.80543899536133,191.9756851196289,191.9757080078125,2.288818359375e-05,3.7765005826950073,0.900619626045227,-2.8758809566497807,72.64224325617778,211.39523315429688,197.96759033203122,222.55528259277344,222.5552978515625,1.52587890625e-05,3.4773313999176025,0.3716486841440201,-3.1056827157735825,88.00535664726902,235.84823608398435,224.40892791748047,7.733947515487671,5.595835208892822,-2.1381123065948486,5.545074701309204,3.2818305492401123,-2.263244152069092,40.91266359834067,55.99641036987305,25.080638885498047,1.0035768747329712,1.0035768747329712,0.0,2.160464584827423,2.160464584827423,0.0,0.0,31.44890785217285,31.44890785217285,1.0035768747329712,31.44890785217285,5.595835208892822,5.595835208892822,80.41836166381836,0.5354166666666667,3.2831989054293134,2.0,0.5,0.1335891196552324,0.7331988232156188,0.1545373267880388,1.656015396118164,1200.0,1200.0,1200.0,1200.0,-0.0757317358589481,0.21302463862928234,-0.10960954835957075,0.04893507861068805,1.0398937626263063,0.06936473251052411,1.5197508335113525,1.2713345885276794,1.7538349032402039
sub-YZ014,sub-YZ014,86.41488265991211,86.41484832763672,-3.4332275390625e-05,0.7670866549015045,0.1305552944540977,-0.6365313604474068,82.43164930581705,89.03750610351562,87.38468551635742,197.45388793945312,197.45389556884766,7.62939453125e-06,2.18688428401947,0.4710502922534942,-1.715833991765976,78.22878125234743,205.87683868408203,202.3534545898437,232.515121459961,232.515121459961,0.0,1.935836136341095,0.1488849371671676,-1.7869511991739273,91.91123531208571,238.38202667236325,233.51726531982422,3.6659122705459595,2.9273518323898315,-0.7385604381561279,2.2084723711013794,0.7966798841953278,-1.4117924869060516,63.57036390552584,42.04487609863281,8.590019226074219,0.20635071396827695,0.20635071396827695,0.0,0.380442664027214,0.380442664027214,0.0,0.0,9.39051866531372,9.39051866531372,0.20635071396827695,9.39051866531372,2.9273518323898315,2.9273518323898315,86.41484832763672,0.03875,0.7970120161537413,2.0,0.5,0.0587392732809829,0.7414568911133679,0.0962266743633455,2.066062092781067,1200.0,1200.0,1200.0,1200.0,0.20253047045108302,0.31778393312346676,0.127234398148403,0.43550531883085963,0.5007632649001942,0.3579581103156638,0.7973700165748596,0.8579215407371521,0.8966105282306671
sub-YZ015,sub-YZ015,170.66559600830078,170.66536712646484,-0.0002288818359375,1.4714425206184387,0.22078187018632886,-1.2506606504321098,83.63016625994788,176.8872833251953,171.76583099365234,397.3469696044922,397.3470153808594,4.57763671875e-05,5.170124530792236,0.8414645791053772,-4.328659951686859,83.56845750329902,418.41612243652344,402.73728942871094,406.40431213378906,406.40435791015625,4.57763671875e-05,2.6301738023757935,0.2772988229990005,-2.352874979376793,88.53469286382253,415.8600158691406,407.33128356933594,7.548725843429565,5.190682649612427,-2.3580431938171387,3.198798894882202,1.2141478657722473,-1.9846510291099548,61.45842155471297,47.2801513671875,14.77164602279663,0.2590441852807998,0.2590441852807998,0.0,0.1637926250696182,0.1637926250696182,0.0,0.0,2.2297073006629944,2.2297073006629944,0.2590441852807998,2.2297073006629944,5.190682649612427,5.190682649612427,170.66536712646484,0.05178538175046555,1.2146857490072884,2.0,0.5,0.10644030208215449,0.7382955175240078,0.16352388306788002,5.037088871002197,1137.0,1137.0,1137.0,1137.0,0.07417295460619991,0.1177404038927428,0.0228648548531147,0.7084274652663536,0.5598129211074201,0.4397701915901281,1.0914250016212463,1.262091338634491,1.2591549158096313
sub-YZ016,sub-YZ016,150.84698486328125,150.8468780517578,-0.0001068115234375,1.1658753752708435,0.2162398844957351,-0.9496354907751083,81.3623466583861,153.73799896240234,151.6034393310547,349.5514831542969,349.551513671875,3.0517578125e-05,3.291612148284912,0.9632548987865448,-2.3283572494983673,70.41196020497478,359.1672821044922,352.86773681640625,363.69139099121094,363.69139099121094,0.0,1.679492473602295,0.22761018574237818,-1.4518822878599167,86.4411634517619,368.09095764160156,364.42652893066406,10.045349597930908,5.429560899734497,-4.615788698196411,3.250860333442688,1.0210240185260775,-2.2298363149166107,67.96695174452641,25.6677188873291,12.303353309631348,0.3683442920446396,0.3683442920446396,0.0,0.24476265907287595,0.24476265907287595,0.0,0.0,1.8360442519187927,1.8360442519187927,0.3683442920446396,1.8360442519187927,5.429560899734497,5.429560899734497,150.8468780517578,0.2233333333333333,1.021449685587171,2.0,0.5,0.1276829971500078,0.7742537408122283,0.17596379194639677,5.173032283782959,1200.0,1200.0,1200.0,1200.0,0.3785367707183185,0.42260755588751064,0.3014082944083753,0.7152444268527365,0.7161806480397623,0.5106864242620505,1.264984369277954,1.54714035987854,1.4573862552642822
sub-YZ017,sub-YZ017,83.76359176635742,83.76357650756836,-1.52587890625e-05,0.6101675629615784,0.14969164133071894,-0.4604759216308594,75.35111651240102,85.7219123840332,84.36956787109375,168.8492889404297,168.8492889404297,0.0,2.132766008377075,0.6354392468929291,-1.4973267614841461,69.28521322584004,174.28035736083984,171.8478240966797,206.5374755859375,206.5375061035156,3.0517578125e-05,1.1364570260047913,0.17337527871131891,-0.9630817472934723,84.68900478055396,210.0530014038086,207.08113861083984,6.732934474945068,3.5179591178894043,-3.214975357055664,1.9998582601547246,0.6814892590045929,-1.318369001150131,65.02035052088216,14.802145004272461,8.614171266555786,0.5438840687274933,0.5438840687274933,0.0,0.316082626581192,0.316082626581192,0.0,0.0,2.546301484107971,2.546301484107971,0.5438840687274933,2.546301484107971,3.5179591178894043,3.5179591178894043,83.76357650756836,0.4683333333333334,0.6817734041007921,2.0,0.5,0.10182913051725084,0.7257164625564099,0.1132124769158459,0.72413370013237,1200.0,1200.0,1200.0,1200.0,0.10498258478194604,0.2008839487607113,0.0457235883118009,0.49892251211098865,0.6865593647139772,0.5455515045733546,0.7344877123832703,0.8530780076980591,0.8352763056755066
sub-YZ018,sub-YZ018,89.93995666503906,89.9398422241211,-0.000114440917968725,0.697807788848877,0.13217752799391747,-0.5656302608549595,81.19786258909866,92.30780029296875,90.47287368774414,204.25757598876953,204.25757598876953,0.0,1.7953432798385625,0.4754335880279541,-1.319909691810608,73.47012676031869,209.46314239501953,206.5010681152344,234.76251220703125,234.76250457763672,-7.62939453125e-06,1.4543724656105042,0.19722136855125424,-1.2571510970592499,86.4849151139638,239.47454833984375,235.35858917236328,4.645755648612976,2.918427348136902,-1.7273283004760742,1.6267831325531006,0.7791869938373566,-0.847596138715744,51.45825499379019,25.706719398498535,9.778707504272461,0.3077176511287689,0.3077176511287689,0.0,0.24874247610569,0.24874247610569,0.0,0.0,4.836692571640015,4.836692571640015,0.3077176511287689,4.836692571640015,2.918427348136902,2.918427348136902,89.9398422241211,0.09999999999999995,0.7795118798336853,2.0,0.5,0.06085385113865445,0.7821998492540743,0.10244152818530315,2.362382173538208,1200.0,1200.0,1200.0,1200.0,0.20223987856830267,0.3451580804980991,0.1278960738000654,0.41379732666175334,0.3983765604109827,0.5278023277931596,0.7068215012550354,0.8012065291404724,0.7858306467533112
sub-YZ019,sub-YZ019,90.79580688476562,90.79561614990234,-0.0001907348632812,0.7124735414981842,0.12200602889060969,-0.5904675126075745,82.91643413635249,92.75278091430664,91.8642463684082,221.57572174072266,221.57573699951172,1.52587890625e-05,2.1091138124465942,0.5876313000917435,-1.5214825123548508,72.86350180970581,227.69699859619138,228.55354309082034,214.64366149902344,214.64366912841797,7.62939453125e-06,1.3314433693885803,0.1379029750823974,-1.193540394306183,89.21369420361658,218.75373077392575,215.20339965820312,4.539330720901489,2.8464162349700928,-1.6929144859313965,1.078356385231018,0.6210675984621048,-0.45728878676891327,39.35644121338211,21.004971504211426,13.537588596343996,0.3090918660163879,0.3090918660163879,0.0,0.1908250823616981,0.1908250823616981,0.0,0.0,3.6001821756362915,3.6001821756362915,0.3090918660163879,3.6001821756362915,2.8464162349700928,2.8464162349700928,90.79561614990234,0.08499999999999995,0.6213265594711135,2.0,0.5,0.056329674088902895,0.7363184122813474,0.09418628427070061,1.4306894540786743,1200.0,1200.0,1200.0,1200.0,0.16282367786058816,0.07187444764720315,0.029853624932573444,0.2671264115396448,0.5080335051322452,0.19640754897981771,0.6002673804759979,0.6086662411689758,0.7605209946632385
sub-YZ020,sub-YZ020,77.98783874511719,77.9879264831543,8.7738037109375e-05,0.608650803565979,0.1002345792949199,-0.508416224271059,83.72699765991106,80.72198486328125,78.33267211914062,174.59735107421875,174.59738159179688,3.0517578125e-05,1.4776482582092285,0.3820030242204666,-1.095645233988762,74.36938703485721,184.16140747070312,175.75907135009766,215.79380798339844,215.79382324218744,1.52587890625e-05,1.515830934047699,0.1726912036538124,-1.3431397303938866,88.66369975541318,220.95889282226562,216.40986633300784,3.551142930984497,2.6124175786972046,-0.9387253522872925,1.5508729815483093,0.7439422607421875,-0.8069307208061218,52.073484379167596,20.70046043395996,8.333163738250732,0.34236341714859003,0.34236341714859003,0.0,0.29968029260635376,0.29968029260635376,0.0,0.0,3.753453850746155,3.753453850746155,0.34236341714859003,3.753453850746155,2.6124175786972046,2.6124175786972046,77.9879264831543,0.1645833333333333,0.7442524521502554,2.0,0.5,0.052270912337775303,0.7404789804778881,0.08353151593541419,0.8639999777078629,1200.0,1200.0,1200.0,1200.0,0.2491152788043185,0.13624724778991026,0.1007183556498433,0.24923330744879468,0.47979049314080824,0.2939323430181393,0.704322338104248,0.8785461783409119,0.642937108874321
sub-YZ021,sub-YZ021,91.6838150024414,91.68376159667969,-5.340576171875e-05,0.5683726817369461,0.0955741479992866,-0.47279853373765945,83.12600601258892,93.52782821655273,91.99714660644531,186.4402847290039,186.4403076171875,2.288818359375e-05,2.1055439114570618,0.41555631160736084,-1.689987599849701,80.45643078736502,191.86295318603516,187.74560546875,248.6528549194336,248.65287017822266,1.52587890625e-05,0.9421264827251434,0.13246369734406466,-0.8096627853810787,85.70145245657108,251.85830688476562,249.05543518066406,3.121711850166321,2.4928735494613647,-0.628838300704956,0.6879870891571045,0.4260847419500351,-0.26190234720706934,38.4548686989628,10.921492099761963,6.076749086380005,0.14176122099161145,0.14176122099161145,0.0,0.0985188111662864,0.0985188111662864,0.0,0.0,1.549035131931305,1.549035131931305,0.14176122099161145,1.549035131931305,2.4928735494613647,2.4928735494613647,91.68376159667969,0.01,0.42626240769640544,2.0,0.5,0.0425738387825799,0.7165503399370252,0.0814523939124503,0.9556602537631989,1200.0,1200.0,1200.0,1200.0,0.182521377286547,0.07137757211978285,-0.13180672120690956,0.3919075913263644,0.5288223232659608,0.37322350576156127,0.5981245338916779,0.7774260640144348,0.6708876490592957
sub-YZ022,sub-YZ022,139.09935913085937,139.09930114746095,-5.79833984375e-05,1.1972178101539612,0.06840705108406833,-1.1288107590698928,95.14115525316474,141.54842529296874,139.35796813964845,301.59711303710935,301.5968933105469,-0.0002197265625,4.42730827331543,0.2726384165085619,-4.154669856806867,93.42616178635204,311.2234802246094,302.67469482421876,357.5351135253906,357.535009765625,-0.000103759765625,2.2738904476165773,0.10226818386145164,-2.1716222637551255,96.89709017821018,361.387255859375,357.91119995117185,4.582807445526123,1.5068529322328685,-3.0759545132932544,2.062505376338959,0.3269046856323257,-1.735600690706633,80.70098748327743,36.580305862426755,4.694478404804249,0.10187972187995908,0.10187972187995908,0.0,0.12684947401285168,0.12684947401285168,0.0,0.0,3.209122523665428,3.209122523665428,0.10187972187995908,3.209122523665428,1.5068529322328685,1.5068529322328685,139.09930114746095,0.00169079875811458,0.32704407903620125,2.0,0.5,0.03457353687889774,0.6352414587786546,0.08534051033132484,1.2705728516434178,488.4,488.4,488.4,488.4,1.5163574939552995,1.4615937451822607,1.3841908045012814,1.442370654655694,1.4865161922159753,1.3792169136125607,0.4290049563132925,0.44152102967491375,0.48342353453772374
sub-YZ023,sub-YZ023,161.90546417236328,161.90545654296875,-7.62939453125e-06,0.8681093454360962,0.20781163871288294,-0.6602977067232132,75.67633392311407,165.26437377929688,162.57217407226562,399.3325805664063,399.3326110839844,3.0517578125e-05,4.054408311843872,0.7724464535713196,-3.2819618582725525,81.08889748993089,413.42042541503906,402.2266387939453,402.100830078125,402.1008605957031,3.0517578125e-05,1.4869757890701294,0.23195832222700116,-1.2550174668431282,83.83306337455062,406.7748413085938,402.846435546875,5.971269607543945,4.398144721984863,-1.573124885559082,2.553511679172516,1.205243706703186,-1.3482679724693298,51.57321258957379,32.54812431335449,12.205631256103516,0.15083217248320574,0.15083217248320574,0.0,0.2249083295464515,0.2249083295464515,0.0,0.0,4.239743232727051,4.239743232727051,0.15083217248320574,4.239743232727051,4.398144721984863,4.398144721984863,161.90545654296875,0.03874999999999995,1.2057462255204725,2.0,0.5,0.0808739822614432,0.734491381182987,0.14846937244490885,4.669145226478577,1200.0,1200.0,1200.0,1200.0,0.39542863138673295,0.40939233362849714,0.17434246426908126,0.14722239515217206,0.5425785777725324,0.2116264764569399,1.3732179999351501,1.350071370601654,1.2448943257331848
sub-YZ024,sub-YZ024,123.67664337158205,123.67640686035156,-0.0002365112304687,1.850394368171692,0.2607957720756531,-1.5895985960960388,85.90593569881344,130.23390197753906,124.80242156982422,256.41754150390625,256.4175720214844,3.0517578125e-05,4.0286126136779785,0.8320244550704956,-3.196588158607483,79.34712182934642,272.4323425292969,259.8988037109375,314.8385009765625,314.8385314941406,3.0517578125e-05,2.875421524047852,0.3270762264728546,-2.548345297574997,88.6251033548495,326.7121276855469,316.1809387207031,9.599257469177246,6.195897579193115,-3.403359889984131,4.921247005462647,2.833165407180786,-2.0880815982818604,42.429928755131854,66.40204620361328,28.07432746887207,0.3966045677661896,0.3966045677661896,0.0,0.4567740857601166,0.4567740857601166,0.0,0.0,5.8673295974731445,5.8673295974731445,0.3966045677661896,5.8673295974731445,6.195897579193115,6.195897579193115,123.67640686035156,0.1283333333333333,2.834346645036589,2.0,0.5,0.116090704199399,0.7232225502418279,0.2035431625220433,6.582165241241455,1200.0,1200.0,1200.0,1200.0,-0.0234237414313976,0.1561392809245253,-0.1485421959337694,0.4466459243108238,0.8527293903065486,0.378743288048583,1.252748966217041,1.598749041557312,1.7043925523757937
sub-YZHC002,sub-YZHC002,99.77783966064452,99.77745819091795,-0.0003814697265625,0.7606501579284668,0.1703546196222305,-0.5902955383062363,77.60407753201952,101.78780364990234,100.33119201660156,195.27159118652344,195.2715759277344,-1.52587890625e-05,2.190007448196411,0.7016094923019409,-1.4883979558944702,67.96314583862471,203.66102600097656,197.25421142578125,254.2022857666016,254.2022857666016,0.0,0.9804508090019226,0.1635790467262268,-0.8168717622756958,83.31593536112774,257.1756591796875,254.78448486328125,3.4002301692962646,2.9868764877319336,-0.413353681564331,1.440531849861145,0.541628897190094,-0.898902952671051,62.40076904635588,26.28684425354004,7.420239448547363,0.1198232769966125,0.1198232769966125,0.0,0.1909142434597015,0.1909142434597015,0.0,0.0,3.2854018211364746,3.2854018211364746,0.1198232769966125,3.2854018211364746,2.9868764877319336,2.9868764877319336,99.77745819091795,0.015,0.541854713725315,2.0,0.5,0.0590260522248732,0.75541030678861,0.1076395348663795,2.260697364807129,,,,,,,,,,,,,
sub-YZHC003,sub-YZHC003,249.5608253479004,249.5610033671061,0.00017801920572916666,0.26287138027449447,0.05253324245616867,-0.21033813781832578,71.22840638460461,250.41982142130533,249.8069610595703,476.01183319091797,476.01186116536456,2.7974446614583332e-05,0.9129653374354044,0.1830904886846838,-0.7298748487507206,79.61774706966217,479.2591781616211,476.85619099934894,561.8511149088541,561.8510996500651,-1.52587890625e-05,0.5775709201892217,0.06535600129063819,-0.5122149188985835,89.28844278364262,563.4367802937826,562.0860010782877,2.463705082734426,1.5811514903010295,-0.8825535924333963,0.549292745689551,0.2684724250381502,-0.28082032065140083,49.17611624628331,5.316552559534709,2.991875731931941,0.0647183340042829,0.0647183340042829,0.0,0.04991802231719092,0.04991802231719092,0.0,0.0,0.4859848270813624,0.4859848270813624,0.0647183340042829,0.4859848270813624,1.5811514903010295,1.5811514903010295,249.5610033671061,0.004722222222222217,0.26873474563125654,2.0,0.5,0.024936489398206477,0.6655274375397923,0.0719340212672064,0.6328094791115065,529.0,529.0,529.0,529.0,0.33166860358713945,0.48029490566489685,0.27129637201076023,0.45996632677954324,0.6979533526635914,0.42215144084805073,0.2864244680386036,0.2979396294807278,0.305398436774946
sub-YZHC004,sub-YZHC004,145.29287719726562,145.29327392578125,0.000396728515625,2.582782506942749,0.2226852476596832,-2.360097259283066,91.37808750597137,149.60952758789062,146.4844970703125,302.68853759765625,302.6885681152344,3.0517578125e-05,8.266549110412598,1.16426682472229,-7.102282285690308,85.91592683752677,321.4785461425781,309.1669311523437,355.0206298828125,355.0206604003906,3.0517578125e-05,6.527332782745361,0.2534823417663574,-6.273850440979004,96.11660152464688,362.3887634277344,356.8778686523437,6.514741897583008,5.768100738525391,-0.7466411590576172,1.9583897590637207,1.6169811487197876,-0.3414086103439331,17.433128863334947,23.36322784423828,22.57913398742676,0.2027661204338073,0.2027661204338073,0.0,0.1828949153423309,0.1828949153423309,0.0,0.0,1.3992676734924316,1.3992676734924316,0.2027661204338073,1.3992676734924316,5.768100738525391,5.768100738525391,145.29327392578125,0.0725,1.6176553278316363,2.0,0.5,0.0935027068119619,0.762513976561118,0.1762648590681569,8.573244094848633,,,,,,,,,,,,,
sub-YZHC005,sub-YZHC005,85.1160659790039,85.11605834960938,-7.62939453125e-06,0.6668406128883362,0.090575598180294,-0.5762650147080421,86.41720428694688,86.74647521972656,85.52196502685547,195.16004943847656,195.1600646972656,1.52587890625e-05,1.976250410079956,0.4767523407936096,-1.4994980692863464,75.87591439010399,200.50369262695312,196.6974639892578,240.21649169921875,240.21649169921875,0.0,1.19243586063385,0.1179967448115348,-1.0744391158223152,90.10456254235658,242.5918884277344,240.65399169921875,3.2633793354034424,2.654691934585572,-0.6086874008178711,1.0847946405410769,0.6405695080757141,-0.4442251324653625,40.95015921573791,18.381423950195312,7.671772956848144,0.1314521729946136,0.1314521729946136,0.0,0.1834656149148941,0.1834656149148941,0.0,0.0,4.103306293487549,4.103306293487549,0.1314521729946136,4.103306293487549,2.654691934585572,2.654691934585572,85.11605834960938,0.0166666666666666,0.640836570667757,2.0,0.5,0.0476684828268511,0.7535365131127674,0.0779731847249267,0.6931125521659851,,,,,,,,,,,,,
sub-YZHC006,sub-YZHC006,83.9222640991211,83.92219543457031,-6.866455078125e-05,0.6183776259422302,0.0995138064026832,-0.518863819539547,83.90727571181885,85.84077453613281,84.30599212646484,161.52401733398438,161.52401733398438,0.0,1.618249535560608,0.3848416209220886,-1.2334079146385193,76.21864783735171,167.15013122558594,163.0877227783203,221.0170288085937,221.0169982910156,-3.0517578125e-05,1.271304488182068,0.1624190062284469,-1.108885481953621,87.22422458677056,224.6063995361328,221.6361541748047,3.135347604751587,2.4478695392608643,-0.6874780654907227,0.7376355528831482,0.4150918126106262,-0.322543740272522,43.72670745218505,11.078304290771484,5.153844833374023,0.2205929607152938,0.2205929607152938,0.0,0.1398945450782776,0.1398945450782776,0.0,0.0,1.759455919265747,1.759455919265747,0.2205929607152938,1.759455919265747,2.4478695392608643,2.4478695392608643,83.92219543457031,0.0308333333333333,0.4152648553251046,2.0,0.5,0.0410141881214934,0.706208628681852,0.0831522707197482,1.1288881301879885,,,,,,,,,,,,,
